aFec,bFec,qFec,sC,segg,spg,scoregg,Rec12,Bsp12,Bsp13,Bsp14,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,ark,brk,sigRrk,scorrk,nllRrk,abh,bbh,sigRbh,scorbh,nllRbh,ahs,bhs,ghs,sigRhs,scorhs,nllRhs,neglnL,Rec1982,Rec2001,SSB1982,SSB2001,Bloss
0.76545,1.7738,1.5768,0.23985,0.72875,0.5316,0.87983,753050,301380,193740,113270,426830,114920,61880,114300,199890,65624,25767,24922,31752,250640,0.025742,0.15995,0.1598,0.24704,0.23862,0.29473,0.32443,0.37075,0.26054,0.28167,0.37804,2.0035,2.2673E-07,0.69643,0.63173,30.658,5871800,2765800,0.70087,0.63728,30.842,0.78016,2135000,1708.4,0.6921,0.6135,30.476,123.41,70997000,12259000,1745000,475490,113270
0.8714,1.0997,1.8423,0.25123,0.69548,0.54674,0.41902,6770000,1097400,1124900,1073200,4883900,1070000,590720,1023400,1814500,586930,247430,195410,203810,1505000,0.0064045,0.031427,0.035543,0.050525,0.061602,0.075082,0.10504,0.091165,0.10534,0.12494,0.1526,3.9066,4.3748E-07,0.61168,0.4763,26.894,2951900,88485,0.59717,0.47248,26.198,2.0632,674800,1963.9,0.5978,0.47901,26.229,127.75,64084000,16460000,2456800,603090,603090
0.79842,1.6658,1.3941,0.23656,0.56869,0.55902,0.81615,613090,543420,374580,239400,323270,106390,71939,144120,237210,90234,42936,40157,54081,738620,0.024504,0.18767,0.15126,0.1866,0.19456,0.27058,0.24243,0.25317,0.22184,0.19216,0.21319,1.8609,2.0249E-07,0.78195,0.73608,34.016,6500400,3325700,0.78411,0.73695,34.096,0.72732,2259300,1640,0.77061,0.72629,33.593,121.65,65864000,14334000,1450500,502750,239400
0.94491,0.90049,1.4113,0.23462,0.58955,0.55584,0.47209,2961300,1343800,1184900,1016600,2062400,540390,337110,622400,1158500,415330,185430,160610,196480,2413600,0.0096757,0.049219,0.050993,0.074685,0.077153,0.094434,0.10815,0.10587,0.098505,0.091636,0.10058,2.5169,2.8545E-07,0.67383,0.62281,29.701,3144400,364860,0.66027,0.61668,29.111,0.72956,2638500,2436.1,0.70799,0.64516,31.135,123.23,89768000,19859000,2098300,746060,746060
0.88202,1.1349,1.0253,0.25703,0.56617,0.52764,0.58318,5675400,2881900,2633000,2384800,4073100,1085700,654380,1249100,2177600,780810,367100,332840,415620,6191900,0.0055896,0.028477,0.028027,0.045155,0.045268,0.05757,0.067168,0.051183,0.045186,0.048389,0.039091,6.681,5.9404E-07,0.6476,0.56474,28.549,4206100,307890,0.67608,0.61709,29.797,1.3246,1315500,2570.6,0.65868,0.59617,29.041,126.98,68893000,32169000,1911400,1007100,1007100
0.89213,1.3316,1.3908,0.28454,0.41922,0.57297,0.24832,403730,1016000,685630,477010,168520,42263,29100,66622,126370,56058,32391,33976,57215,1979000,0.032131,0.29444,0.2637,0.29787,0.24508,0.32373,0.25765,0.24905,0.2305,0.15357,0.10924,1.4513,1.6227E-07,1.018,0.83223,41.666,5551400,3369000,1.0174,0.83225,41.649,0.55592,2726100,2036.7,1.0146,0.83117,41.57,131.32,71986000,18367000,1580200,771890,477010
0.79561,1.5822,1.9367,0.28945,0.5676,0.54451,0.70628,518830,442850,263800,156160,253550,62160,37084,63661,148660,55972,23436,25634,37599,536730,0.030864,0.24085,0.2212,0.2871,0.3369,0.23102,0.31911,0.36609,0.23522,0.23283,0.26219,1.6451,1.6081E-07,0.81289,0.73327,35.142,5981500,3029300,0.81821,0.73805,35.331,0.67927,2405500,1708.8,0.7972,0.72136,34.576,132.76,68548000,13824000,1575900,527180,156160
0.77264,1.7031,1.7719,0.23887,0.53716,0.54723,0.37379,2433100,965310,814550,670960,1671100,378930,209200,416070,715940,264290,119440,112650,140410,1664400,0.013049,0.059667,0.080163,0.11672,0.098518,0.14902,0.13009,0.12878,0.10704,0.12489,0.12921,2.8871,3.7847E-07,0.7188,0.65552,31.574,2789700,298880,0.70552,0.65399,31.033,0.83873,2009100,1717.8,0.74493,0.66374,32.61,120.92,59899000,17380000,1646900,564590,564590
0.765,1.8128,0.96036,0.23905,0.55775,0.53394,0.64014,4582100,1649300,1546800,1408500,3263100,854400,480620,915050,1661200,600820,265640,230480,279250,3068700,0.0071963,0.040977,0.036874,0.058571,0.053808,0.068639,0.080012,0.090672,0.070817,0.073233,0.078627,3.6894,4.195E-07,0.6567,0.59621,28.954,3205000,141680,0.63442,0.56915,27.953,1.711,838180,2154.1,0.63007,0.56423,27.753,122.81,76792000,21436000,1593300,669770,669770
0.8435,1.3585,1.7081,0.24482,0.49339,0.5675,0.37006,1328400,940080,745000,569520,852910,263990,146210,309630,567840,217780,102390,101800,131590,1546700,0.016104,0.093576,0.081495,0.1428,0.11326,0.15188,0.14245,0.14965,0.099619,0.12575,0.15037,2.6775,3.6663E-07,0.77244,0.72154,33.662,2708500,342520,0.76003,0.72072,33.192,0.80051,1977900,1663.5,0.79305,0.72441,34.425,122.59,57003000,17624000,1585400,558950,558950
0.79471,1.5778,1.7869,0.22659,0.62983,0.55559,0.35551,2390700,1023200,911800,769540,1639800,463400,281620,540270,982990,358300,160140,136570,155550,1669300,0.01092,0.058765,0.06155,0.080609,0.087374,0.10613,0.10874,0.1195,0.11998,0.12868,0.12667,2.9651,3.713E-07,0.67165,0.62533,29.607,3113100,409360,0.66326,0.62571,29.242,0.90967,1680100,1875.5,0.69197,0.63142,30.471,119.72,57861000,16980000,2346000,648800,648800
0.7755,1.821,1.2659,0.23388,0.53836,0.53281,0.40305,2854500,1488200,1328700,1158200,1983300,562150,330610,651760,1277300,472530,219900,195310,241190,2750900,0.0094564,0.055781,0.047322,0.074431,0.067813,0.07391,0.088469,0.094204,0.080686,0.082792,0.09199,3.5456,4.3817E-07,0.68927,0.64587,30.357,2937800,31215,0.66506,0.62531,29.321,0.81107,2185200,2049.6,0.7465,0.68034,32.671,119.52,63532000,20814000,2043500,718130,718130
0.85036,1.4789,1.3572,0.24066,0.5119,0.55418,0.64328,1338700,835990,662870,501310,860470,231140,143560,308540,561960,202350,88703,78644,102690,1331300,0.016197,0.088047,0.097149,0.13698,0.113,0.15483,0.1628,0.17967,0.16165,0.13655,0.14721,2.3842,3.0351E-07,0.75331,0.69642,32.934,3808000,1102000,0.75016,0.69771,32.813,0.78452,2079300,1696.5,0.76191,0.69216,33.263,121.6,58407000,16378000,1773200,573170,501310
0.86665,1.3364,2.342,0.24066,0.73525,0.53304,0.84574,800270,441850,306020,195680,461790,126920,75919,149100,235650,92455,40795,35243,43330,532340,0.02355,0.14362,0.15021,0.2083,0.20599,0.27957,0.22661,0.26704,0.2597,0.25049,0.24513,1.8348,2.0194E-07,0.70372,0.65947,30.959,6066900,3120500,0.70822,0.66371,31.144,0.71341,2395300,1910.2,0.69702,0.64441,30.682,124.3,78857000,13263000,1856800,535810,195680
0.80779,1.6394,1.4489,0.22951,0.60434,0.53251,0.77072,811570,538620,384950,258230,470160,136420,81973,159520,271310,96220,40581,40057,52572,771160,0.022923,0.14649,0.1417,0.18695,0.19532,0.24683,0.25678,0.28722,0.20101,0.19956,0.20084,1.7305,1.8602E-07,0.72997,0.68452,32.021,6308700,3446000,0.73378,0.68739,32.172,0.67363,2551500,2018.2,0.72172,0.67105,31.692,118.83,80699000,14038000,1962700,594040,258230
0.80537,1.5684,1.3755,0.244,0.44165,0.57645,0.47886,1123800,1105700,876970,695490,701320,195080,124430,270840,522800,195300,96137,94762,122350,2165700,0.01772,0.11941,0.10584,0.13048,0.11513,0.14256,0.16936,0.14985,0.11943,0.12633,0.095768,2.6402,3.7739E-07,0.83909,0.76232,36.062,2227100,38689,0.82185,0.75619,35.459,0.74214,2085100,1756.3,0.86432,0.7691,36.921,121.95,61442000,18706000,1354500,624850,624850
0.79739,1.5273,1.6814,0.23205,0.55046,0.55181,0.56031,934670,830550,627900,455380,561300,162630,106070,220100,401900,148510,62548,64784,81600,1416700,0.019746,0.12047,0.12053,0.14911,0.14502,0.19256,0.19267,0.23664,0.14081,0.16737,0.13334,1.7955,2.0348E-07,0.77928,0.72549,33.917,5194500,2498600,0.78048,0.72655,33.962,0.66177,2575300,2076.5,0.77639,0.71967,33.809,119.77,82389000,16469000,1702900,628760,455380
0.80108,1.6094,1.5734,0.24022,0.54605,0.53761,0.36311,1802900,1272700,1044800,848830,1204300,354840,205320,400680,703750,286390,135110,126290,170790,2415000,0.013443,0.073395,0.065053,0.11535,0.10266,0.14542,0.10182,0.12257,0.094453,0.091267,0.1027,2.8078,3.717E-07,0.75891,0.71678,33.149,2497900,23450,0.7367,0.70857,32.287,0.73534,2338900,1982.1,0.79326,0.72807,34.433,120.68,64340000,20062000,1869100,698450,698450
0.779,1.573,1.4064,0.24768,0.58097,0.55043,0.43916,2083700,1520300,1325000,1128600,1412300,405280,282910,587740,1070500,393550,188240,180080,211170,2990600,0.010578,0.066755,0.063285,0.069764,0.070631,0.098098,0.097989,0.099068,0.076448,0.099028,0.073809,2.4648,2.9021E-07,0.71741,0.67887,31.518,2784400,136320,0.69843,0.66774,30.741,0.69135,2715200,2431.9,0.74984,0.69894,32.8,124.87,86944000,21545000,2011300,773290,773290
0.90569,1.1669,1.7241,0.23879,0.6295,0.53969,0.52202,2016800,762180,660430,536830,1362700,391510,227680,426390,742960,252410,106610,87750,95331,1158400,0.012795,0.066407,0.066377,0.10949,0.10502,0.13812,0.16642,0.16919,0.15893,0.19212,0.14651,2.4265,2.8703E-07,0.65653,0.60175,28.946,4253000,1306600,0.6575,0.60736,28.989,0.87521,1743100,1965.4,0.66693,0.5952,29.402,122.67,67363000,15073000,2390200,642920,536830
0.82752,1.6255,1.3112,0.24789,0.65232,0.53406,0.61834,5390500,2515600,2361200,2165400,3862000,1089800,680910,1263700,2243600,826480,379060,327170,403320,5133800,0.0055184,0.03282,0.028993,0.039365,0.042021,0.059208,0.055335,0.06296,0.056866,0.046868,0.046788,5.1607,0.000000509,0.64919,0.58962,28.62,4030100,301340,0.65488,0.60509,28.874,1.4985,1112400,2454.2,0.64006,0.58473,28.21,124.9,76292000,28014000,1669800,848420,848420
0.74215,1.8333,1.2616,0.22404,0.62596,0.55681,0.8024,1149000,616230,472420,348400,720040,196350,121860,231600,439990,162460,70561,65310,77114,855140,0.018709,0.11255,0.10654,0.14492,0.16223,0.16335,0.18346,0.21306,0.16298,0.19332,0.19966,1.9734,2.2629E-07,0.70019,0.65631,30.814,4878900,2108000,0.7032,0.66096,30.938,0.71373,2530100,2061.5,0.70421,0.65188,30.979,120.32,88816000,14609000,1659400,541280,348400
0.87775,1.0551,2.3413,0.25404,0.63302,0.55422,0.78604,915110,351690,249470,161470,546810,148020,74114,139550,241100,76658,31101,29578,33928,398220,0.023619,0.13453,0.14298,0.24301,0.22115,0.26791,0.30968,0.32777,0.23995,0.30994,0.27059,2.1564,2.4774E-07,0.70332,0.64002,30.943,5836300,2544300,0.70685,0.64412,31.088,0.82298,2013300,1538.9,0.69822,0.62192,30.732,128.66,60901000,12511000,1660500,466440,161470
0.74944,1.7208,1.8874,0.23709,0.67546,0.54333,0.6052,2560200,930210,820100,684290,1765300,497450,265440,495320,868670,315130,137340,122380,144950,1484700,0.011459,0.055251,0.060426,0.10593,0.092204,0.12324,0.12491,0.13263,0.10725,0.13395,0.14416,2.4669,2.8473E-07,0.65477,0.60124,28.869,3611000,825770,0.64859,0.60275,28.594,0.7853,2363500,2175.6,0.68361,0.61695,30.119,123.3,86158000,16552000,1913400,610350,610350
0.89115,1.193,1.6949,0.23414,0.51219,0.56312,0.70938,566070,524440,354440,222100,288480,87353,54924,110700,213200,72978,35081,34691,44624,736620,0.02697,0.19824,0.1807,0.22753,0.23,0.23962,0.29354,0.27095,0.23025,0.23355,0.19973,1.7865,1.8457E-07,0.80416,0.74116,34.829,7314600,3981100,0.80606,0.74166,34.897,0.72543,2173200,1600.5,0.79053,0.73103,34.333,120.48,63173000,14179000,1466600,506350,222100
0.72557,1.9576,2.2177,0.2436,0.69687,0.55604,0.78813,610460,312860,191440,103120,321310,88550,51914,89434,147790,44986,20905,20427,21908,301510,0.028144,0.18256,0.18895,0.2495,0.28989,0.34443,0.40252,0.34089,0.29449,0.37774,0.31431,1.9003,2.0057E-07,0.73105,0.66987,32.064,7361600,3830100,0.73448,0.67133,32.2,0.8096,1765200,1579,0.71799,0.65648,31.541,126.2,55260000,12365000,2129800,523240,103120
0.91418,1.2593,1.1397,0.24538,0.44742,0.54753,0.38072,1539800,1676400,1360100,1111600,1009400,270650,172240,344180,646420,248120,123320,128140,173170,3681400,0.014979,0.081164,0.092131,0.10968,0.10341,0.13996,0.13882,0.11439,0.082947,0.08729,0.06204,3.6304,4.9823E-07,0.84348,0.76395,36.213,2889600,160820,0.82516,0.75302,35.576,1.1039,1126000,2143,0.81647,0.74988,35.269,122.92,66671000,23369000,1600900,841690,841690
0.74544,2.1061,1.1086,0.2341,0.45393,0.57614,0.15007,529310,1293600,913660,648430,261300,70093,44056,97440,195260,87003,42790,52004,80306,2629600,0.028361,0.1913,0.20524,0.24836,0.22171,0.24317,0.21686,0.23756,0.14527,0.13849,0.093031,1.3812,1.4892E-07,1.01,0.82464,41.436,5577400,3455400,1.0092,0.82497,41.416,0.51666,2998600,2393.9,1.0091,0.82305,41.412,122.35,72230000,20012000,2343300,1038100,648430
0.81568,1.4825,1.7051,0.23448,0.4907,0.56312,0.46265,1423400,783890,629760,490800,923260,216790,140340,287770,562080,203390,87463,82022,100780,1263700,0.016729,0.094556,0.11458,0.12316,0.11883,0.14065,0.16535,0.19223,0.14793,0.15086,0.14942,2.4692,3.1791E-07,0.75701,0.69241,33.076,3725300,1027800,0.75366,0.69371,32.947,0.81243,1999800,1612.2,0.76464,0.68856,33.367,119.63,57961000,15848000,1539500,538960,490800
0.8179,1.4988,1.1177,0.24187,0.49602,0.53062,0.40809,2865600,2040100,1778000,1541900,1991500,545710,347110,684090,1248500,483690,223080,212580,265880,4356400,0.0092294,0.050903,0.053272,0.05837,0.06485,0.089509,0.085657,0.090816,0.065705,0.066094,0.054726,3.9282,0.000000457,0.73429,0.68967,32.192,3555500,359990,0.72532,0.68223,31.836,1.2127,1196700,2415.6,0.71134,0.67079,31.272,120.88,76753000,25052000,1709300,904780,904780
0.76775,1.8972,1.7952,0.23001,0.5324,0.5561,0.50562,1625400,679390,554960,434470,1072900,286330,156390,303720,577910,208130,87104,73097,86298,997870,0.015792,0.082111,0.08248,0.14574,0.12897,0.1415,0.16419,0.19576,0.17483,0.18596,0.16886,2.5387,3.1815E-07,0.70956,0.65361,31.199,4103000,1217400,0.70856,0.6566,31.158,0.85051,1960600,1585,0.71674,0.64687,31.491,119.48,58013000,14765000,1604100,519770,434470
0.88795,1.023,2.0129,0.33708,0.72889,0.5272,0.78474,293160,281230,128430,50165,87117,25866,11163,17202,26042,10790,5450,6263,10067,249400,0.039473,0.395,0.33916,0.52487,0.55669,0.60515,0.53175,0.5326,0.44048,0.40016,0.34023,1.4273,1.1815E-07,0.78024,0.72503,33.953,5877000,3079300,0.79744,0.73842,34.585,0.62246,2734900,1850.4,0.75784,0.71002,33.108,145.12,75351000,12306000,1873400,563070,50165
0.83782,1.4752,1.2746,0.25701,0.50287,0.54265,0.55128,1725500,1083500,878110,700620,1147000,264770,172800,350130,665860,261810,122370,125740,158450,1890100,0.014767,0.078206,0.099244,0.10819,0.10567,0.13907,0.11086,0.13209,0.088527,0.11322,0.13044,2.4868,3.2091E-07,0.7599,0.6959,33.187,2816400,363000,0.74573,0.6942,32.641,0.73785,2332800,1945.1,0.78407,0.70247,34.095,124.7,67571000,18843000,1853200,619990,619990
0.82861,1.6187,1.9863,0.25551,0.56904,0.54484,0.69911,870930,455650,305730,194190,514100,117400,58924,117100,205330,77885,34301,35608,48749,578950,0.025321,0.13526,0.17836,0.28009,0.22216,0.27425,0.25347,0.28164,0.20302,0.21877,0.24831,1.9565,2.1586E-07,0.76291,0.69117,33.301,6360000,3088300,0.76513,0.6929,33.386,0.76217,2130400,1582.2,0.75311,0.6766,32.927,125.71,60954000,13683000,1621000,499470,194190
0.88648,1.2075,1.2501,0.25043,0.54035,0.57086,0.80234,805020,677400,500230,355470,465300,140460,94543,206520,338420,119570,51584,51139,63301,1080700,0.020907,0.14947,0.12272,0.15415,0.14659,0.23121,0.23335,0.26116,0.17105,0.198,0.15384,2.0087,2.3521E-07,0.78947,0.73623,34.294,5299500,2342800,0.79045,0.7369,34.33,0.74149,2206200,1650.5,0.7837,0.72919,34.081,126.01,64755000,15250000,1376900,528460,355470
0.81933,1.3074,1.2828,0.23931,0.53415,0.53785,0.4751,3904100,1334300,1241100,1113900,2760900,762990,421020,768860,1417200,505540,210860,180980,210220,2343600,0.0081651,0.043662,0.037212,0.069673,0.069789,0.081956,0.088783,0.12149,0.079184,0.10455,0.09434,3.6925,4.4566E-07,0.65198,0.59339,28.745,2983800,71273,0.63213,0.57603,27.848,1.6894,806840,1941.9,0.6293,0.57555,27.718,122.29,61147000,19071000,2048000,670610,670610
0.84748,1.5288,1.608,0.24764,0.5541,0.53738,0.62229,1470000,650880,527440,411490,957760,263800,170570,301390,533190,191770,78290,69560,85076,948380,0.015904,0.096594,0.08689,0.11825,0.14087,0.18136,0.16534,0.22911,0.15689,0.1653,0.18345,2.3521,2.8478E-07,0.69479,0.64816,30.589,4410200,1491800,0.69509,0.6519,30.602,0.81168,2085700,1736.9,0.70292,0.64131,30.926,123.06,64694000,14782000,1815900,537840,411490
0.94107,0.97594,1.0491,0.23704,0.50566,0.53505,0.73353,1116400,980860,761970,577630,695860,225790,127710,260520,498430,199720,92765,86124,110910,1725700,0.01762,0.10496,0.084194,0.15754,0.13383,0.1514,0.14487,0.16626,0.13211,0.14287,0.12389,2.072,2.5314E-07,0.7846,0.73294,34.114,4030600,1374700,0.78189,0.73339,34.014,0.68673,2499600,1962,0.78991,0.73012,34.31,121.98,68841000,17585000,1841900,674430,577630
0.77182,1.896,1.5,0.23394,0.57849,0.53697,0.72081,1860400,599260,509260,405500,1246900,327300,191920,339490,611860,218860,85864,77258,82495,795360,0.014669,0.075815,0.083497,0.11388,0.13044,0.15528,0.16399,0.22057,0.14712,0.21393,0.20178,2.5333,3.0634E-07,0.66426,0.60591,29.286,4176400,1254000,0.6644,0.61177,29.292,0.86089,2015900,1717.7,0.67663,0.60326,29.821,120.42,68318000,14019000,1634200,505160,405500
0.79999,1.4956,1.3088,0.23818,0.48965,0.53575,0.58321,1104100,883540,667630,496310,686740,178460,109500,214960,428710,163770,70660,70533,86006,1535600,0.019422,0.10647,0.1145,0.14916,0.16233,0.16174,0.18046,0.21025,0.13986,0.17571,0.12888,1.845,2.1094E-07,0.78998,0.72238,34.313,5044500,2300300,0.79028,0.72352,34.323,0.65521,2659800,2044.5,0.78815,0.7158,34.245,119.91,74637000,16764000,1886100,686930,496310
0.78808,1.7111,1.5468,0.23308,0.62131,0.537,0.4503,7508200,1166800,1205000,1151100,5430800,1272900,652010,1140100,1819600,627690,242730,192750,212080,1696800,0.0059278,0.025585,0.032651,0.053595,0.059099,0.089207,0.078949,0.11314,0.097248,0.10649,0.12987,3.8061,4.1568E-07,0.62301,0.50069,27.426,2937500,76894,0.60452,0.48779,26.553,2.2261,626390,1982.2,0.60502,0.49151,26.577,120.24,76187000,16738000,1764900,546380,546380
0.79212,1.3908,1.2967,0.24794,0.49862,0.53636,0.38384,3072100,1531400,1357200,1188200,2144500,542100,329870,650510,1150200,430860,187850,173010,215520,3054900,0.0095514,0.052671,0.053904,0.076277,0.064159,0.10311,0.091085,0.12027,0.077404,0.087232,0.069535,3.021,3.6274E-07,0.70645,0.65789,31.071,2848400,43531,0.68324,0.63694,30.103,0.77116,2354300,2216.9,0.74999,0.68888,32.806,124.3,78588000,21166000,1674200,732900,732900
0.88009,1.3183,1.9067,0.23383,0.60185,0.54123,0.56401,1324800,606740,485970,364840,850220,253350,164720,299200,482780,178230,72155,62183,71436,837740,0.016208,0.095883,0.087287,0.11978,0.1395,0.20538,0.17498,0.2343,0.17981,0.20003,0.1909,2.3164,2.7787E-07,0.68819,0.64832,30.312,4818400,1770300,0.69039,0.65206,30.405,0.838,1864200,1712.7,0.69232,0.63812,30.486,120.78,59467000,14216000,2069800,568040,364840
0.80261,1.6835,2.0353,0.23033,0.67431,0.54166,0.53566,4170500,722860,720300,653500,2958200,730830,410170,678960,1158400,388620,155020,121180,126400,868390,0.0088804,0.041542,0.050837,0.070211,0.092815,0.11249,0.12221,0.14471,0.14794,0.16649,0.20952,3.6668,4.3503E-07,0.6163,0.51209,27.113,3251900,445310,0.60416,0.51124,26.535,1.2684,1090300,1756.1,0.64118,0.52885,28.26,120.75,68123000,14019000,1825100,490860,490860
0.72506,1.7189,1.5454,0.27555,0.68745,0.53212,0.86478,323850,348280,185630,88658,109660,34612,22801,44036,67733,26445,13181,14703,20198,360390,0.035501,0.37532,0.28758,0.33098,0.35308,0.45348,0.39883,0.41081,0.31893,0.32634,0.29874,1.4873,1.1678E-07,0.804,0.74026,34.823,5779800,2771300,0.82183,0.754,35.459,0.6663,2346000,1692.7,0.78511,0.72886,34.133,133.72,62995000,12889000,1954400,555570,88658
0.93375,1.1294,1.2217,0.24069,0.43306,0.55065,0.28299,835070,1347800,1035500,782240,487550,166160,116330,234470,446710,177960,91331,89094,124080,2720200,0.019117,0.12499,0.10803,0.13136,0.1437,0.16383,0.16341,0.14553,0.1301,0.105,0.086138,2.2691,3.1643E-07,0.89233,0.79654,37.846,2260100,8104.5,0.87607,0.79261,37.312,0.62774,2591900,2089.1,0.91473,0.80057,38.564,121.5,67793000,20748000,1746900,803220,782240
0.87111,1.1379,2.3664,0.24562,0.61361,0.57676,0.47965,3135600,573730,535830,467500,2191500,542410,288580,481810,803570,281960,111650,82073,94119,668350,0.011421,0.054272,0.058257,0.10294,0.11633,0.14913,0.13668,0.18318,0.20271,0.16812,0.23956,3.3684,4.2881E-07,0.63638,0.54717,28.042,3428700,607320,0.63205,0.55586,27.844,1.1547,1246600,1460.7,0.65631,0.54675,28.937,126.93,53533000,13312000,1663000,460290,460290
0.82043,1.4304,0.94034,0.24406,0.50158,0.54345,0.50879,2205100,2763800,2317500,1967400,1502200,454020,268460,578440,1156000,452410,221800,221740,312360,6374200,0.010565,0.056301,0.054545,0.077911,0.066249,0.085807,0.085556,0.078922,0.055624,0.048321,0.041176,5.9689,5.7784E-07,0.78139,0.71499,33.995,4261400,637120,0.82763,0.74968,35.663,1.0367,1485900,2840.1,0.79479,0.73149,34.488,123.66,79116000,31538000,1918000,1197000,1197000
0.86199,1.3209,1.0478,0.24469,0.44999,0.55521,0.6149,805020,1318300,1001800,771040,465310,134650,90679,178450,369720,155420,86212,91276,125230,2738700,0.021733,0.14835,0.13232,0.15513,0.17544,0.16945,0.14981,0.13027,0.11307,0.11459,0.085288,2.4137,3.5684E-07,0.92382,0.80512,38.851,2363000,61756,0.90331,0.79951,38.2,0.63248,2447700,2003.7,0.95302,0.80924,39.754,122.48,63553000,21046000,1726100,767210,767210
0.88827,0.98896,1.6753,0.24335,0.47134,0.55708,0.40645,1058800,908830,702800,547200,653200,166510,104610,207320,381950,152370,71025,67609,91281,1756300,0.020102,0.1283,0.1269,0.15503,0.15596,0.1905,0.16464,0.19582,0.1589,0.13859,0.10514,1.9928,2.4443E-07,0.81877,0.74884,35.351,4183800,1582600,0.81694,0.74876,35.286,0.67895,2541600,1897.6,0.82148,0.74665,35.447,123.26,73474000,16992000,1428700,615660,547200
0.78393,1.8317,1.1258,0.24906,0.44777,0.55436,0.53385,886660,1269700,971340,731800,525750,187240,114950,231640,391820,156700,81725,87176,119470,2557100,0.019193,0.12309,0.097154,0.14454,0.14964,0.21123,0.17363,0.14656,0.10019,0.11283,0.092276,2.3226,3.2728E-07,0.87841,0.79312,37.389,2212800,6906,0.86006,0.78842,36.777,0.65441,2400500,2005.5,0.90264,0.79757,38.179,123.4,67671000,20537000,1606300,729030,729030
0.88632,1.264,1.14,0.24059,0.49899,0.54275,0.68526,775160,859560,626740,446050,443200,124980,81916,168890,327670,120360,53140,57668,72147,1516300,0.022462,0.14361,0.14033,0.16961,0.17506,0.20245,0.21774,0.242,0.14405,0.18684,0.12678,1.626,1.7311E-07,0.82691,0.74884,35.637,6215600,3510700,0.82796,0.74935,35.674,0.61687,2746800,2073.7,0.81907,0.74146,35.361,121.58,74009000,16816000,2028400,710130,446050
0.80576,1.7093,1.1621,0.23582,0.4906,0.54053,0.63582,1265400,1037600,832870,664050,806190,230670,150260,287990,568510,220100,104090,102790,132270,1927100,0.016637,0.11068,0.094317,0.11426,0.13323,0.13079,0.14026,0.1559,0.10739,0.11514,0.11471,2.2517,2.8603E-07,0.78372,0.73217,34.082,3269800,762200,0.77615,0.73058,33.8,0.71536,2364500,1944.1,0.79767,0.73489,34.593,119.83,72091000,18133000,1575000,624910,624910
0.80305,1.4993,1.5389,0.23446,0.50436,0.54488,0.60755,1536500,748420,602150,464910,1007000,279780,171980,303260,570290,209690,83965,75340,88496,1147200,0.015667,0.082769,0.081488,0.11467,0.14815,0.1498,0.16414,0.21482,0.15052,0.17065,0.15854,2.3786,2.9192E-07,0.71563,0.67173,31.446,4111300,1281900,0.71444,0.67387,31.398,0.81018,2057300,1732.3,0.7223,0.66749,31.715,119.22,66383000,15402000,1545600,546060,464910
0.74184,1.6575,1.2756,0.24387,0.50583,0.52288,0.38151,2638600,1469200,1272400,1087100,1823400,444020,275800,529910,1002400,384100,176460,172520,210920,2895600,0.011009,0.05693,0.070843,0.073978,0.087918,0.089466,0.099768,0.10452,0.076431,0.088833,0.082978,3.051,3.815E-07,0.7275,0.67542,31.923,2811100,37762,0.70438,0.66001,30.987,0.74731,2387000,2150,0.77136,0.6975,33.621,122.83,68702000,20859000,1999300,774280,774280
0.7743,1.4033,1.5838,0.24465,0.49957,0.53387,0.29359,1567300,1185400,974830,796690,1029800,276790,172020,333830,630910,255640,113120,108360,132710,2366000,0.015159,0.084878,0.088037,0.10922,0.11868,0.13969,0.11173,0.15989,0.11139,0.12951,0.081961,2.4581,3.1952E-07,0.78594,0.72756,34.164,2801600,328830,0.77481,0.7253,33.75,0.71109,2402500,1982.5,0.80514,0.73145,34.864,124.17,66617000,18720000,1772600,721760,721760
0.70377,2.1798,1.3596,0.22999,0.4963,0.56589,0.41438,1302300,1591400,1275200,1025700,833570,253000,147210,315430,609170,245730,126470,128600,177260,3373800,0.015987,0.093377,0.084336,0.13247,0.10412,0.13439,0.12613,0.10998,0.085139,0.090299,0.072798,3.2073,4.5116E-07,0.85309,0.77345,36.541,2751800,141130,0.82787,0.75922,35.671,1.1835,1010100,2101.5,0.82069,0.75676,35.419,120.77,70559000,22986000,1423400,755500,755500
0.83401,1.6437,0.86316,0.24135,0.54529,0.53122,0.57462,5959800,2846900,2601500,2361100,4283700,951570,605510,1149200,2160400,826560,377050,345650,423550,6091500,0.0059273,0.028302,0.036685,0.040111,0.04641,0.054313,0.049434,0.057631,0.051659,0.048398,0.038301,6.3289,5.7487E-07,0.66377,0.5702,29.265,4198100,317040,0.69023,0.61679,30.398,1.3499,1277900,2568,0.6729,0.59504,29.661,124.03,72712000,30940000,1737000,974690,974690
0.83654,1.3649,1.3043,0.22569,0.48015,0.53545,0.43354,1718700,1206100,988530,792270,1142000,317690,193810,382790,696880,275110,127360,119590,156300,2243200,0.013915,0.072166,0.077757,0.1078,0.10816,0.13083,0.11815,0.12786,0.10678,0.099709,0.10553,2.4152,3.0424E-07,0.75644,0.71033,33.054,2874700,365840,0.74351,0.70643,32.554,0.71875,2403100,2076.6,0.77901,0.71821,33.907,116.23,74159000,19351000,1744700,683030,683030
