Bsp_1982,Bsp_1983,Bsp_1984,Bsp_1985,Bsp_1986,Bsp_1987,Bsp_1988,Bsp_1989,Bsp_1990,Bsp_1991,Bsp_1992,Bsp_1993,Bsp_1994,Bsp_1995,Bsp_1996,Bsp_1997,Bsp_1998,Bsp_1999,Bsp_2000,Bsp_2001,Bsp_2002,Bsp_2003,Bsp_2004,Bsp_2005,Bsp_2006,Bsp_2007,Bsp_2008,Bsp_2009,Bsp_2010,Bsp_2011,Bsp_2012,Bsp_2013,Bsp_2014,Rec_1982,Rec_1983,Rec_1984,Rec_1985,Rec_1986,Rec_1987,Rec_1988,Rec_1989,Rec_1990,Rec_1991,Rec_1992,Rec_1993,Rec_1994,Rec_1995,Rec_1996,Rec_1997,Rec_1998,Rec_1999,Rec_2000,Rec_2001,Rec_2002,Rec_2003,Rec_2004,Rec_2005,Rec_2006,Rec_2007,Rec_2008,Rec_2009,Rec_2010,Rec_2011,Rec_2012
1816500,1772400,1574000,2459300,3079100,3567300,4028800,3667300,3128800,2949400,2402600,2228500,1901700,1485000,1380500,1209100,1031700,991870,927850,646790,790300,886430,1106300,1606300,1645100,1539100,1694500,1820500,1515500,1442800,1319600,1178000,1015800,61879000,527050,1554400,2795900,3922600,5220200,2009700,2121300,1851400,3381500,6221300,7389500,7758600,4517600,2486700,2170700,3477400,4478200,4939200,19510000,4362500,3374800,1861600,1247900,1136900,1970400,4195600,1858900,749640,1042600,3067100
2970000,2800600,2419000,3360400,4014100,4460100,4993100,4504000,3896500,3643000,2956600,2718900,2360900,1873500,1711100,1463900,1185200,1082800,977940,662710,728330,721970,842320,1167600,1154600,1046300,1113900,1155900,903610,805370,686930,568840,456830,67958000,585900,1877400,3290800,4344200,5462400,2143600,2191700,1902200,3441500,6258500,7325600,7539000,4289200,2245800,1855300,2655900,3352700,3504900,14879000,3386500,2536000,1382200,932910,799040,1367100,2896500,1245600,487170,579170,1883800
1579900,1556800,1437400,2496300,3262300,3901300,4453100,4098800,3471000,3314600,2727700,2552100,2121400,1601000,1426800,1201000,983830,920080,842290,574610,692470,768050,937740,1342000,1352200,1249700,1350400,1418400,1140700,1049300,927990,782670,645720,72319000,510960,1460700,2648900,3786500,5133600,1953500,2083100,1811000,3298600,6044300,7123100,7420100,4330300,2343600,1991200,3277900,4075100,4126300,16803000,3725700,2793500,1492400,986740,864110,1526400,3212300,1388200,547640,691760,2472300
2029100,1964200,1912500,3637200,4943100,6061300,7011300,6544400,5541800,5387800,4505200,4302100,3544900,2629100,2197500,1734900,1296200,1139700,1021200,701740,802070,846390,1018800,1439000,1445500,1326200,1427200,1505200,1231500,1153800,1027800,877460,723290,115310000,539360,1623300,2900800,4012900,5271900,2037900,2135700,1861100,3390900,6218900,7354400,7675600,4441900,2407400,2065400,3220400,4072700,4447800,17293000,3822600,2893700,1560800,1044100,918410,1639000,3516200,1490500,549300,698740,2053400
1538100,1519300,1398400,2416200,3149100,3759700,4287200,3942200,3339700,3186000,2619900,2450800,2047500,1561000,1423200,1235400,1060000,1038200,993880,718660,937420,1073400,1242300,1683000,1633500,1457300,1546900,1606600,1249800,1076900,847630,540570,342280,69624000,509840,1457300,2650400,3799500,5152800,1976500,2108300,1848700,3397800,6308100,7594300,8077900,4805000,2765300,2390600,4934700,5265900,4877600,16908000,3445100,2318100,1113200,686330,535420,808350,1483700,580630,177920,168700,325940
1978100,1918200,1679600,2508400,3079500,3512400,3947100,3574100,3061500,2868400,2324500,2144000,1847600,1459100,1369800,1206800,1030400,986280,916910,633950,760120,815490,957050,1322900,1300800,1169900,1240200,1279400,990430,861320,695820,485850,326290,58666000,536430,1606900,2875600,3990900,5259000,2030500,2131600,1857900,3385900,6213700,7352600,7669200,4457000,2420000,2040100,3435000,3941000,3992500,15558000,3369700,2358300,1206400,770590,615040,1011000,1991100,810720,269410,288480,856500
1938600,1882200,1737500,2965200,3864400,4607000,5268700,4860100,4130400,3958200,3272200,3081800,2574000,1947200,1699500,1398400,1102100,1000300,902030,611700,705740,733810,855310,1184200,1167400,1059200,1129200,1161700,894400,793820,685210,563080,445240,83758000,533330,1588200,2844000,3958500,5235300,2012300,2116700,1839600,3343600,6113700,7187600,7446900,4320100,2302600,1905900,3190000,3514300,3551500,14656000,3376500,2500300,1280900,875700,758070,1314100,2681500,1169000,456780,537410,1513500
1760500,1721100,1557600,2558200,3273400,3854400,4379500,4012000,3411200,3240000,2656400,2478700,2085900,1597500,1441000,1224000,1006600,940060,858910,583910,691340,757570,937790,1356900,1377300,1276900,1376800,1446300,1172400,1079500,947250,781560,636320,69038000,522590,1527300,2750800,3876600,5187000,1984300,2100800,1826100,3322600,6080700,7157200,7441900,4317800,2319900,1974300,3075800,3958300,4207600,17436000,3815600,2847400,1509700,995220,850230,1408800,2970700,1259600,488500,601450,2014700
2038200,1971900,1831900,3159400,4139300,4951200,5673600,5244600,4457400,4283200,3549800,3354000,2797600,2110300,1821400,1481000,1146200,1025700,917800,619620,702460,726240,848400,1173100,1153900,1039500,1098400,1129800,869170,736610,594460,430820,290780,90275000,538960,1619500,2891800,3999600,5258900,2025300,2123500,1844500,3349600,6116900,7181400,7430900,4290700,2278900,1895500,2968400,3583200,3629300,14548000,3314500,2332400,1213400,789040,647070,1028800,2029000,836840,285220,329190,725750
1597700,1572600,1401300,2236900,2819500,3285300,3709400,3374600,2866600,2697000,2189300,2022200,1712700,1323200,1222000,1053200,876650,814380,727890,474460,540160,571920,699590,1008900,1015400,937600,1002100,1032200,814390,735920,643060,553010,442100,58282000,511010,1459000,2641900,3772800,5118100,1936800,2065800,1786000,3233900,5876400,6826600,6999600,4045100,2090400,1709700,2558300,3160400,3344200,14306000,3349800,2482500,1370400,939870,812400,1427100,3046900,1339700,515270,624180,1922500
1772900,1733200,1523900,2325500,2877100,3304100,3716200,3367700,2876800,2696900,2184700,2016300,1735900,1373300,1308100,1173100,1030600,1012800,962850,681940,854320,972790,1220800,1776500,1823800,1707800,1886100,2039600,1697500,1610600,1472400,1296600,1122200,56491000,524980,1543700,2781700,3914100,5218900,2012800,2126900,1861300,3409500,6298200,7527400,7957600,4659300,2605800,2305900,3882100,4745400,5429800,21033000,4593800,3577600,1941800,1298800,1140300,1977900,4137700,1801800,733490,1078600,3304400
2608000,2487700,2160100,3071700,3702400,4153000,4661400,4219200,3654000,3434300,2802000,2600000,2285800,1860000,1797000,1660100,1510000,1545000,1547800,1170000,1498800,1692200,2110700,3054400,3158000,2970600,3323800,3661900,3117200,3067900,2901700,2598200,2322900,65143000,581770,1875500,3328500,4445300,5583700,2273900,2322700,2083000,3884900,7344500,9139700,9992300,5833200,3519700,3292000,5679900,7050600,8247000,32001000,6700300,5459300,2919500,1917900,1676700,2828700,5965500,2654800,1067900,1414400,4951900
2342600,2243400,1988500,3027500,3767300,4334600,4901500,4468000,3826300,3616200,2958000,2752000,2342300,1810600,1609900,1336000,1045000,925030,806560,520710,550450,531450,618120,863290,852260,778020,823500,832790,640610,583690,543000,553440,505030,72757000,553320,1696000,3002500,4084000,5297900,2037100,2120200,1829000,3296000,5959100,6885800,7001600,3995900,2019600,1606400,2264200,2711200,2807000,12621000,3115700,2389100,1342400,959710,882300,1628000,3765400,1790000,786780,1142900,3697000
1753300,1714500,1563400,2615500,3373200,3994300,4548600,4176700,3547700,3379200,2777200,2597300,2175900,1655800,1477500,1241600,1007700,931940,845430,570720,668470,725430,894710,1291700,1310300,1216500,1323200,1401000,1136900,1053000,938920,821260,692390,72274000,521920,1523100,2743500,3868800,5181000,1979500,2096600,1820700,3309800,6049400,7103900,7368700,4271600,2278400,1927900,2985100,3773300,4089600,16750000,3745100,2881300,1596600,1085000,946260,1642600,3571900,1544300,618410,778860,2561700
2396900,2292300,1992600,2868600,3473800,3911800,4387500,3964800,3411300,3191000,2585900,2379700,2054400,1619400,1487600,1275700,1040500,952500,852330,564820,622760,624660,739120,1042200,1040100,955940,1022100,1051700,826780,767570,707670,665240,582820,62577000,557220,1719300,3042100,4124400,5327300,2059700,2138400,1850900,3345800,6074600,7072600,7248600,4146200,2143400,1746000,2535000,3098200,3219300,14245000,3396600,2605500,1427700,1007900,913920,1663600,3697500,1698900,749750,929470,3125600
1708600,1673300,1513300,2489300,3185200,3750800,4259300,3898900,3311300,3140600,2570300,2392500,2006800,1527900,1366900,1143400,916500,828980,728770,468700,516480,521900,604270,835850,814370,732280,765440,756340,550060,446970,355250,293090,216370,67380000,517800,1497300,2699100,3821300,5144700,1950100,2071500,1788400,3232100,5859000,6781900,6918600,3985700,2033000,1624400,2425300,2865800,2814900,11948000,2919000,2135900,1158300,768340,658400,1144200,2397300,1066600,396240,496440,1365600
1799600,1756900,1601800,2672000,3443900,4075500,4642200,4264100,3624900,3455000,2842200,2661800,2234700,1706200,1527600,1292200,1059700,992750,914870,631050,756640,844170,1077500,1596600,1660600,1578400,1747300,1876600,1580900,1554200,1492800,1420400,1303400,73512000,525610,1545500,2780800,3906900,5208500,2000400,2113600,1841700,3358800,6166400,7297300,7636300,4437000,2417100,2105700,3276000,4268200,4932500,20291000,4644100,3822000,2081400,1418700,1301900,2369300,5300300,2412600,1133500,1643700,5263100
1778900,1738900,1568000,2549600,3248900,3814100,4329900,3963400,3374800,3203600,2626500,2452600,2077100,1608100,1478400,1289500,1102700,1071800,1019600,728380,916130,1055500,1330000,1934100,1984600,1852100,2035600,2198800,1837900,1738600,1556400,1310900,1107100,67864000,525850,1549500,2792500,3926800,5229500,2022100,2135300,1872400,3436800,6365100,7642500,8121600,4757300,2696700,2425600,4003700,5261200,5944200,22340000,4723900,3602600,1948600,1281600,1068500,1776600,3586400,1545400,568490,690040,2360800
2117600,2052700,1794100,2641000,3223100,3660800,4117700,3736900,3229900,3046300,2492300,2328500,2066800,1720100,1761900,1742700,1737900,1918300,2037200,1631800,2298500,2724500,3199800,4361800,4320500,3911500,4279200,4664100,3872900,3645500,3262100,2578200,2107900,59931000,562410,1781900,3207600,4386300,5591900,2322400,2394400,2204600,4220600,8255700,10786000,12286000,7464800,4977200,4693800,10669000,11563000,11304000,35254000,6618100,4579200,2096900,1207700,927620,1406700,2569100,988670,337030,371460,806480
1806300,1762700,1621100,2758900,3586200,4269300,4874600,4488800,3811800,3644000,3004900,2820700,2355500,1783700,1572600,1307400,1046900,960930,870370,589330,687580,739490,910870,1317300,1341300,1252100,1365600,1450600,1183700,1122000,1046600,971840,860930,77796000,525330,1542800,2774100,3896600,5198200,1990300,2103600,1827800,3323700,6078300,7145200,7416900,4301300,2297100,1942100,3063500,3710800,4086300,17057000,3898000,3047200,1675100,1195500,1053100,1903600,4195000,1937000,821810,1044200,3494800
1501600,1486100,1376000,2414100,3164200,3793100,4330900,3988100,3376200,3226500,2657100,2488800,2074900,1579800,1442800,1259700,1093400,1085200,1053100,772240,1022700,1214900,1508700,2164100,2202300,2046100,2246100,2415300,2016700,1920300,1740700,1476500,1257700,70814000,507920,1447200,2637400,3792000,5152500,1980700,2115100,1860700,3432600,6403500,7767700,8355900,4982100,2918400,2658000,5080400,5972500,6546800,23274000,4848600,3733700,1898700,1221000,1062100,1791000,3696800,1553500,597430,795320,2223700
1647200,1617900,1501500,2628000,3448300,4134300,4727100,4358800,3691800,3533500,2914100,2732900,2265700,1700700,1492500,1233700,983750,898020,805530,536780,621640,664160,796870,1123700,1117100,1015800,1076900,1108200,868030,753940,621140,485340,358000,76734000,514800,1481700,2678700,3809100,5143200,1955100,2080100,1803300,3273800,5972200,6985700,7216100,4186800,2208900,1840800,2895900,3486800,3719900,14545000,3316300,2407500,1270700,850150,695550,1174900,2430600,1020400,375270,439800,1223900
1329700,1327000,1240000,2243700,2968900,3583600,4094200,3771300,3179500,3037100,2496000,2326600,1914600,1432200,1286900,1095700,919250,877340,813240,561950,705960,802220,965120,1358200,1345700,1221900,1308000,1361600,1057700,913060,724550,486410,318920,68281000,493370,1358200,2493200,3647700,5051700,1906500,2056500,1788600,3263700,5994800,7083100,7409300,4372800,2397900,2041500,3809400,4194000,4217800,16249000,3392800,2368500,1206500,771050,616150,961870,1862900,736650,241070,246640,641400
1637800,1609700,1468700,2475300,3197400,3791900,4316000,3960800,3360100,3197300,2624100,2449800,2050400,1561100,1405900,1194200,986370,926290,849730,580440,697770,761090,908480,1273800,1265100,1151100,1227700,1264700,991570,877570,732060,566530,433320,69146000,514840,1483100,2683300,3817400,5152300,1964600,2089800,1817200,3309600,6065000,7148100,7442300,4345300,2344400,1979800,3367800,3835400,4029200,15493000,3462700,2548800,1299600,848100,696160,1140500,2283300,951890,344500,390760,1010100
2366700,2269600,1978500,2870200,3487700,3940600,4427200,4009800,3457200,3247100,2643900,2449300,2134200,1713400,1630300,1473600,1303800,1300000,1268800,932960,1173200,1298700,1564100,2197800,2217900,2041500,2240300,2422800,2008500,1922600,1775600,1553500,1344100,63422000,563640,1767400,3142700,4255200,5444800,2167300,2237600,1982000,3660400,6837900,8340300,8952200,5230900,3035700,2726700,4820000,5556700,6255500,22816000,4831300,3777100,1984800,1307800,1122900,2043000,4382200,1904200,753720,1023600,3309200
1821600,1775900,1599300,2589000,3294600,3862600,4383100,4009600,3411600,3234400,2647600,2465900,2076200,1587800,1421500,1190900,955120,866060,766240,498760,554290,570950,687850,982990,985090,908430,972480,1001000,782790,708260,634750,581790,492750,68496000,525000,1538700,2763300,3879300,5180500,1972400,2085900,1803000,3261000,5919300,6871900,7034000,4047700,2083000,1692900,2477300,3081600,3195000,13956000,3314300,2502400,1403200,969850,857700,1515200,3362300,1542300,640620,808310,2552100
2086600,2014600,1779500,2709800,3363100,3865800,4361600,3966000,3392200,3194300,2601800,2410200,2055100,1595100,1444500,1220800,981950,888710,784770,510190,556500,548790,623370,847750,817000,724860,741590,720010,508760,386340,280320,192540,118040,65329000,540110,1623400,2892300,3990900,5245300,2008800,2105900,1819100,3285000,5953900,6900800,7040800,4040400,2062800,1646100,2454900,2818800,2790400,11772000,2856600,2047800,1047600,691810,555640,920440,1818200,754120,261610,317700,832180
2080500,2009300,1782400,2745200,3425300,3953400,4467900,4069900,3479000,3283500,2680200,2488800,2117900,1640100,1480300,1249500,1005700,913700,812320,533890,590980,598770,700880,973080,953960,856420,887410,885180,667350,553970,419620,294620,201800,67365000,540180,1624500,2895400,3996000,5250500,2014100,2111000,1826200,3302700,5997000,6974300,7145900,4101700,2117700,1723300,2524700,3097900,3199600,13191000,3032000,2196800,1144400,750070,603080,995510,1979900,820010,283960,330100,903480
1490700,1475100,1391800,2543900,3387800,4105000,4706900,4352700,3676300,3530300,2917400,2737900,2250300,1674200,1466800,1217200,985240,917170,839010,573450,695690,777610,963520,1389500,1405800,1296800,1394400,1461300,1174200,1069000,923440,731990,572290,78000000,504910,1425600,2595500,3739200,5105600,1937400,2073900,1803200,3286400,6026700,7106300,7415400,4342700,2352500,2017700,3408700,3980400,4475200,17409000,3757400,2773100,1417600,957010,777110,1301600,2649500,1103300,426240,485080,1373100
1555300,1533900,1446000,2629100,3497500,4233700,4855400,4490900,3795100,3645100,3013500,2829900,2325100,1725000,1493500,1217700,956570,862820,765100,502270,573620,606500,728800,1033100,1026000,932300,978740,989870,759830,651950,519840,369150,246450,80108000,508420,1444400,2620500,3755300,5109100,1933100,2065100,1787200,3240200,5898300,6870800,7066500,4098100,2136800,1756200,2749900,3253400,3408200,14068000,3202600,2254700,1170400,781850,634140,1029300,1998800,869440,292730,323490,782150
1796600,1756500,1567100,2478100,3118700,3628500,4105800,3746200,3199500,3027500,2476700,2310300,1983300,1569700,1499700,1370300,1246400,1279300,1277200,961490,1286700,1550000,1969600,2879900,2987300,2825600,3153600,3458000,2951400,2869800,2679500,2350100,2070800,63409000,530480,1581800,2855100,4004000,5296500,2082600,2191400,1948300,3624600,6833900,8446800,9240600,5483000,3333100,3148600,5572400,7672100,8227000,30602000,6518900,5254100,2750500,1728800,1523400,2535700,5107400,2114200,862510,1205900,3694400
1661700,1631600,1546900,2829800,3778200,4583600,5267000,4882400,4131000,3980400,3301600,3115800,2568200,1914200,1658300,1362500,1085700,1003300,920940,637160,770150,861420,1069900,1542000,1565100,1445700,1568000,1663500,1354800,1243900,1080000,870570,689310,86626000,516920,1495900,2705000,3840100,5169100,1977800,2100800,1831200,3343100,6146000,7284700,7639300,4461300,2447300,2133300,3471600,4373600,4916200,18683000,3999600,2952500,1583700,1034000,838300,1416400,2907700,1236300,458620,549820,1743200
1991400,1934000,1761600,2903700,3731100,4404500,5022300,4620800,3945600,3774400,3120500,2945000,2509000,1963700,1820000,1625400,1442300,1466300,1469200,1119800,1485300,1725600,2081700,2909100,2920500,2669100,2913000,3149400,2607700,2447100,2172300,1722500,1413600,78392000,544940,1667600,2996400,4142900,5392700,2152000,2244000,2008800,3755100,7126600,8900200,9791300,5831500,3594100,3344600,6495100,7722300,8156700,27648000,5334100,3929900,1904800,1146200,889370,1398400,2676700,1050000,366590,407980,1178900
1910000,1857300,1686300,2771100,3553200,4188000,4767400,4376900,3727900,3552600,2923900,2741400,2313100,1778200,1601300,1366400,1133300,1075700,1007100,710050,866840,954840,1155500,1633600,1641500,1505400,1630100,1728300,1397400,1284500,1124200,909260,731050,74660000,533430,1591700,2855800,3979600,5258100,2035800,2140300,1872700,3427200,6324300,7549600,7957200,4647100,2584100,2250200,3836300,4517100,4929000,18733000,3992400,2991400,1555100,1012500,836300,1397400,2857100,1188200,437570,525700,1488800
2001600,1939100,1706900,2584000,3194600,3662800,4125900,3745200,3204900,3011900,2448200,2264300,1940900,1520600,1406400,1219800,1020300,959700,879300,598010,698980,740470,884820,1245600,1243000,1135300,1215500,1264500,1005300,911830,792310,655600,517200,61772000,537090,1609400,2877000,3988000,5253300,2023300,2123600,1846100,3355700,6136000,7217000,7486100,4330800,2309900,1939000,3076900,3618200,3898000,15561000,3553500,2620500,1380700,941570,794180,1397600,2899200,1241500,474670,560900,1770700
2022300,1957200,1722900,2606200,3221600,3692900,4159900,3776000,3230700,3035700,2467100,2280800,1951900,1524300,1399900,1202100,989670,915340,824120,548260,621670,634250,721720,977250,942940,836750,864330,850090,618600,489420,363490,244910,148350,62214000,537350,1609400,2873800,3979700,5243300,2012300,2112400,1830200,3315700,6035300,7045400,7243100,4176200,2180900,1773000,2781600,3202900,3124700,12446000,2963300,2117800,1082500,686950,551290,904910,1790300,739120,249920,285590,709630
1759200,1719700,1489700,2185400,2650500,2997000,3347000,3009100,2573600,2386900,1910700,1743400,1514400,1208100,1163200,1039700,898430,856480,781480,521700,609560,647160,759210,1050300,1026500,918490,951300,949900,708990,576910,425610,272170,168070,49805000,521850,1522000,2740100,3863100,5174900,1973200,2090300,1811900,3287200,5992400,7005300,7224400,4182600,2200700,1815700,2853900,3420600,3444900,13469000,3022300,2169300,1103000,710910,546270,892230,1740700,708460,239920,258180,719300
1706200,1671200,1522500,2547800,3284300,3888200,4424900,4060000,3445700,3277700,2689600,2509900,2097600,1589500,1411000,1173000,934800,844270,743770,481230,534220,543520,630790,873280,849680,760640,786380,771500,554980,439560,322270,213330,131050,70492000,517800,1497600,2700000,3823000,5146600,1952100,2073500,1791400,3239600,5878400,6815900,6965700,4017700,2061100,1653500,2507700,2960800,2867000,12323000,2890400,2051700,1064200,686450,574730,927340,1850200,764460,267240,320500,842900
1702400,1668200,1469100,2260900,2805800,3230300,3633400,3292200,2806200,2628200,2125400,1957300,1675600,1312900,1233300,1082000,919770,871160,794780,533060,626920,674560,821400,1180000,1191000,1105000,1198000,1247300,994160,920390,831470,742010,627860,55742000,518450,1502800,2711400,3838700,5161400,1966400,2087300,1810500,3287700,6000700,7027000,7263900,4214600,2229900,1854500,2957800,3512700,3645200,15671000,3621500,2738700,1506700,1007200,920210,1567400,3397200,1541700,587280,818710,2397000
1737200,1700400,1500900,2318800,2884400,3326500,3746300,3399500,2899500,2721700,2206900,2038000,1745700,1370500,1290800,1141800,984830,950830,888060,615320,751770,844440,1079700,1605800,1672400,1596100,1781900,1936400,1643200,1644800,1616600,1605300,1519200,57452000,521770,1523700,2747500,3877800,5191500,1990900,2108400,1837700,3353400,6161700,7298600,7644600,4457400,2434600,2112800,3438500,4200700,4819100,20596000,4648800,3878600,2201000,1580100,1496800,2777400,6457900,3083900,1351700,2002600,7646000
1915800,1861500,1770700,3227400,4315000,5235300,6027200,5598200,4743700,4583400,3813000,3615600,2985500,2221600,1883000,1502900,1138500,1003600,888520,594090,668050,688300,803170,1110400,1090200,981410,1036300,1059400,808360,681900,539070,390220,270540,98163000,531520,1577200,2825400,3939300,5221300,2001400,2107800,1828500,3318100,6052000,7086500,7315900,4228100,2231000,1844700,2889800,3453500,3496500,14064000,3207700,2297700,1198400,780280,641430,1049100,2066700,854190,298820,347640,919870
1834600,1789100,1613400,2617200,3333900,3912000,4442300,4067600,3464700,3290400,2699200,2521600,2133900,1648300,1503600,1298500,1093800,1048900,986360,697710,864010,943780,1096600,1500200,1472200,1327300,1426400,1487000,1157000,1015200,844110,631300,465830,69388000,528780,1565200,2814800,3943100,5236000,2022500,2132300,1865500,3414600,6304700,7528400,7927100,4656200,2592600,2210500,4182400,4336500,4424700,16233000,3594600,2620400,1303800,829890,663640,1116100,2139500,844270,293130,332620,947220
2053700,1985900,1737800,2582800,3166400,3606100,4052500,3669500,3144900,2946700,2388800,2202900,1896000,1492800,1388500,1209200,1014000,953500,872000,590910,686250,722700,853690,1187200,1171900,1056300,1110100,1133000,888690,779950,639570,482770,342900,59863000,539910,1625000,2900500,4007600,5264100,2028700,2125900,1847000,3354800,6128000,7197600,7453700,4302700,2286100,1913100,2970600,3585100,3807100,14697000,3329100,2367700,1225400,800630,668610,1128500,2298600,975320,349550,418410,1043800
1705700,1671300,1510400,2479400,3169700,3730400,4235300,3876600,3294300,3125000,2558500,2383400,2005900,1536900,1392200,1186500,979980,916830,836540,566440,670500,729660,884980,1258000,1260400,1154100,1231000,1280600,1014600,892440,747770,575920,432150,66929000,518980,1506500,2718200,3846800,5168300,1972500,2092900,1818000,3306400,6047200,7107200,7378300,4286100,2293500,1937200,3077500,3802800,4017700,15885000,3557400,2590400,1337300,875020,711050,1180700,2331100,939270,339910,421850,1185100
1339600,1335500,1215300,2075400,2682700,3186000,3614100,3303400,2787900,2636100,2145900,1983400,1650500,1249100,1137700,965840,792920,724290,631030,393650,428630,433250,507890,713690,695620,625870,635030,597890,410350,311460,223960,154680,96186,59255000,492600,1350900,2475800,3621000,5024600,1878800,2028400,1747400,3155300,5705900,6564100,6657300,3840300,1924000,1508100,2196000,2632500,2501100,11321000,2770800,1982500,1035300,673680,557940,892790,1821800,768490,269290,291090,790100
2303800,2210100,1909400,2708500,3251400,3637200,4066200,3661500,3154500,2938000,2369800,2171300,1888300,1505500,1415500,1244800,1051400,992550,911640,621460,718680,749270,873500,1204000,1184900,1069100,1133900,1171500,904820,775640,644800,500760,364470,57506000,553910,1703500,3022600,4115800,5329900,2068700,2150600,1870100,3396500,6204600,7298700,7560000,4348000,2318000,1934700,2961500,3696900,3698400,14596000,3381900,2468500,1291300,842050,699530,1174100,2374200,979500,369170,424180,1082600
2065600,1997900,1827000,3034200,3914700,4632300,5287800,4869300,4150000,3971200,3281900,3092800,2607900,2001400,1781400,1506100,1233700,1164600,1093700,778700,946330,1038000,1261200,1786800,1801800,1653300,1792200,1905100,1558700,1453100,1271800,1020500,822320,82715000,543430,1649400,2947800,4065500,5313900,2073200,2166500,1900700,3484900,6446900,7732800,8185700,4772100,2678200,2361400,3966900,4758600,5355000,20093000,4252000,3123900,1615200,1045500,865610,1424300,2812600,1204900,431240,506510,1458400
1875100,1824700,1620700,2527100,3163400,3663300,4138400,3768000,3215000,3031300,2470000,2290500,1949400,1513600,1387400,1192500,988490,923050,839180,565350,658160,690510,803670,1110800,1089000,982060,1036600,1049900,791050,676220,550380,399610,271590,63343000,529250,1564500,2806500,3923600,5212800,1997300,2106200,1828200,3319700,6061000,7107300,7345100,4256500,2256900,1856300,3040800,3483800,3369800,14020000,3227400,2277300,1180700,762370,642500,1056500,2061000,875800,289820,323720,762990
2535100,2418700,2121400,3115200,3815000,4333800,4884100,4438100,3822600,3604800,2947200,2741000,2371700,1882100,1743200,1530600,1301500,1256600,1198100,863610,1046200,1116700,1317500,1827700,1819400,1653700,1790700,1908500,1536900,1415100,1241500,995560,800010,70248000,570590,1802700,3191700,4287600,5454600,2163900,2226700,1961000,3599900,6672900,8044700,8522800,4946500,2792100,2427200,4202600,4760800,5045600,19696000,4099300,3020300,1552300,1016300,836310,1359400,2794100,1173200,425190,477630,1542500
2099100,2028100,1808200,2817500,3535100,4098000,4641400,4238900,3626600,3436300,2816700,2629900,2246600,1755200,1610200,1399700,1183300,1138300,1077700,768460,942440,1042700,1249800,1746200,1744200,1587300,1708400,1805100,1465800,1337900,1153900,911570,710320,70299000,545440,1660800,2965900,4081900,5324200,2079700,2170700,1905000,3493000,6461500,7755100,8211000,4776600,2691300,2373100,3886000,5026300,5272200,18971000,4040300,2964200,1532300,946780,771290,1283400,2635500,1065800,377630,457420,1338700
1985000,1923900,1703700,2622300,3267300,3768600,4254700,3871500,3308500,3118000,2540900,2356200,2009600,1563400,1429400,1225100,1009300,937430,849650,570790,656070,690980,845380,1220700,1240000,1156000,1258700,1323800,1070200,1014000,941400,870010,763380,64362000,535630,1600400,2861400,3971400,5240700,2013100,2115000,1835300,3330500,6075100,7116200,7351800,4242600,2237600,1865000,2862100,3446000,3739300,16287000,3789200,2900600,1607800,1113100,1015700,1825700,3948700,1866000,787160,1108000,3644900
2190600,2109600,1833100,2654800,3217500,3629300,4067900,3673600,3159400,2952800,2389600,2199100,1908500,1520300,1435000,1272800,1093200,1052500,986850,689970,827810,897330,1094700,1565800,1591200,1480500,1623100,1741500,1428300,1352600,1260500,1148400,1009400,58676000,549310,1680300,2991900,4097500,5326800,2074500,2161300,1888600,3447400,6339900,7536200,7899400,4572100,2505600,2163600,3448700,4244100,4654600,18722000,4228200,3356600,1805400,1252400,1111300,1996400,4330400,1899200,850550,1114100,3353600
1973300,1914300,1748400,2906400,3747800,4434300,5057900,4653300,3962400,3786200,3123800,2937000,2471600,1891600,1683500,1419200,1157400,1084800,1007700,706390,849740,927090,1129300,1608000,1622500,1493500,1623200,1728800,1402500,1296700,1141900,939930,768230,79419000,536980,1611400,2885400,4004400,5271600,2042500,2143000,1873400,3424500,6309300,7514400,7900000,4599800,2539900,2204200,3662000,4375200,4816100,18969000,4002300,3025600,1587300,1060100,906730,1489400,3139700,1322600,527250,633180,1789600
2074700,2005100,1876000,3281600,4325000,5194500,5963200,5523200,4693200,4521200,3755300,3558500,2966600,2236800,1925100,1565400,1214300,1094400,991140,681770,786780,827800,990160,1392900,1393200,1273500,1372800,1448900,1163200,1059200,923110,764730,614640,95274000,541950,1637800,2923100,4032300,5283400,2044500,2139500,1864300,3395600,6226300,7360000,7673200,4442900,2400700,2043200,3269700,3890600,4257700,16825000,3688700,2778300,1481200,994510,840360,1421100,3047500,1257700,466300,583110,1693700
2033100,1967100,1752900,2736500,3434100,3981900,4506900,4112200,3512300,3321700,2716100,2527600,2147500,1661300,1500800,1271900,1033200,950500,857260,574810,655490,678950,796100,1108300,1093500,991850,1053000,1081300,834290,737090,632180,516820,392880,68566000,538310,1615300,2884000,3990600,5251700,2019100,2118000,1837400,3332500,6075200,7112000,7335400,4230400,2229100,1835100,2849200,3434100,3383400,14291000,3283900,2392200,1271200,854160,755530,1297800,2800500,1188200,467890,536860,1573700
